line : 202 [-7, 9, -16, -4, 6, -10, 60, 4, [-12, 1], (220863593970759986281*L^4+2875229359843560700488*L^3+13749697038352269320784*L^2+223079951188266262272*L+949604526227874816), false]
line : 203 [5, 9, -16, -4, 6, -10, 60, 4, [-12, 25], (127750934539823521369*L^4-38209083825428393304*L^3+5248265335534812240*L^2-403488143930932992*L+13901914820146176), false]
line : 204 [9, -16, -4, -7, -10, 60, 4, 6, [-12, 1], (220863593970759986281*L^4+2875229359843560700488*L^3+13749697038352269320784*L^2+223079951188266262272*L+949604526227874816), false]
line : 205 [9, -16, -4, 5, -10, 60, 4, 6, [-12, 25], (127750934539823521369*L^4-38209083825428393304*L^3+5248265335534812240*L^2-403488143930932992*L+13901914820146176), false]
line : 206 [-16, -4, -7, 5, 60, 4, 6, 6, [20, 121], (32822614288083950017*L^4-13688633709007752472*L^3+2043155410851682768*L^2-128472999034012416*L+3349343863305216), false]
line : 207 [-16, -4, 5, -7, 60, 4, 6, 6, [20, 121], (32822614288083950017*L^4-13688633709007752472*L^3+2043155410851682768*L^2-128472999034012416*L+3349343863305216), false]
line : 208 [-4, -7, 5, 9, 4, 6, 6, -10, [-120, 16], (632729433673536504592*L^4-949503274222681435080*L^3+794997985198988115009*L^2+60208808281713112032*L+1150148727444144384), false]
line : 209 [-4, 5, -7, 9, 4, 6, 6, -10, [-120, 16], (632729433673536504592*L^4-949503274222681435080*L^3+794997985198988115009*L^2+60208808281713112032*L+1150148727444144384), false]
line : 210 [-6, -2, -2, -4, 8, -48, -48, 4, [-12, 1], (32*L+9)^4, false]
line : 211 [-2, -2, -4, -5, -48, -48, 4, 6, [-16, 4], (7*L+23)^2*(9*L+4)^2, false]
line : 212 [-2, -4, -5, -6, -48, 4, 6, 8, [96, 196], (32424415517525*L^4-134588546209008*L^3+176670115239744*L^2-96465067720704*L+19352616173568), false]
line : 213 [-4, -5, -6, -2, 4, 6, 8, -48, [96, 196], (32424415517525*L^4-134588546209008*L^3+176670115239744*L^2-96465067720704*L+19352616173568), false]
line : 214 [7, -11, 19, -11, 6, 10, -20, 30, [-8, 9], (210177*L^2-30477*L+1288)^2, false]
line : 215 [-11, 19, -11, -5, 10, -20, 30, 4, [-12, 25], (1995866372070001*L^4+470743729738744*L^3+30854609052496*L^2+137687000064*L+159399936), false]
line : 216 [19, -11, -5, 7, -20, 30, 4, 6, [-20, 81], (766999791831114009*L^4-53151030449910000*L^3+770180451300000*L^2-4225620000000*L+420500000000), false]
line : 217 [-11, -5, 7, -11, 30, 4, 6, 10, [40, 441], (292111722936275737761*L^4-19714677614932756500*L^3+502733573351698500*L^2-5707962048600000*L+24266564000000), false]
line : 218 [-5, 7, -11, 19, 4, 6, 10, -20, [-60, 1], (126343554508917241*L^4-104179937591174200*L^3+31523763658066000*L^2+180531976800000*L+19604304000000), false]
line : 219 [-8, -14, -18, -4, 15, 24, -40, 4, [-12, 1], (1462384*L^2-495909*L+8465796)^2, false]
line : 220 [8, -10, 18, -4, 15, 24, -40, 4, [-12, 25], (240223746486065818624*L^4-63410022161764674816*L^3+8557154056957213089*L^2-749553035590703016*L+30724841377062288), false]
line : 221 [-10, 18, -4, -7, 24, -40, 4, 6, [-30, 4], (11118269470030082308*L^4+125419034037738767820*L^3+354770290295933063625*L^2+5259497634848106000*L+20290398163560000), false]
line : 222 [-14, -18, -4, -5, 24, -40, 4, 6, [-30, 4], (220915904338448968252*L^4+3102041598338795178420*L^3+11650501249599671367975*L^2+2423719010013585894000*L+208106546213283480000), false]
line : 223 [18, -4, -7, 8, -40, 4, 6, 15, [-48, 4], (11133097281481901796049*L^4-25464910407498089553648*L^3+20714397358730844282336*L^2+2064409560868164242688*L+52918843762002680064), false]
line : 224 [-18, -4, -5, -8, -40, 4, 6, 15, [-48, 100], (3503047669057887846025*L^4+4041471361578021327600*L^3+1259947354622774612832*L^2+39310732470225620736*L+410745352320665856), false]
line : 225 [-4, -7, 8, -10, 4, 6, 15, 24, [80, 484], (8813987838608713694087593*L^4-3496845069545647078927120*L^3+523681456106999479132000*L^2-35215822035807343776000*L+978854266494790560000), false]
line : 226 [-4, -5, -8, -14, 4, 6, 15, 24, [80, 484], (11617476521236364149623*L^4-5546763998513994462480*L^3+834463937374546458400*L^2-39497408545327136000*L+581283199047520000), false]
line : 227 [-8, -12, -20, -4, 16, 32, -96, 4, [-12, 1], (109856*L^2-194581*L+595764)^2, false]
line : 228 [-20, -4, -5, -8, -96, 4, 6, 16, [-64, 16], (1685*L^2+14952*L+33872)*(2804301*L^2+170730*L+3869), false]
line : 229 [-4, -5, -8, -12, 4, 6, 16, 32, [192, 784], (5208841749083909*L^4-5045436037488268*L^3+1782589640177476*L^2-270634571829792*L+15054068821824), false]
line : 230 [-5, -21, 11, -101, 6, 20, 28, -420, [-8, 9], 1, false]
line : 232 [11, -101, -5, -5, 28, -420, 4, 6, [-40, 361], (86092134019939940841*L^4-976195288818311760*L^3-34802141526155200*L^2+234883058688000*L+4880138240000), false]
line : 233 [-101, -5, -5, -21, -420, 4, 6, 20, [-56, 9], (36678349552183785*L^4+321134409567803664*L^3+712181741140638272*L^2+8309045152866304*L+24956017049600), false]
line : 234 [-5, -5, -21, 11, 4, 6, 20, 28, [840, 11881], (818382431187873324324630049*L^4-3876549032196744580936560*L^3-264177350122673796132800*L^2+724761110405219328000*L+27038604933365760000), false]
line : 235 [-9, -13, -7, 23, 8, 12, 12, -24, [-8, 9], (152098359848138849556087*L^4+45561845813135456527476*L^3+3504464697829569337468*L^2+11866311239276402944*L+10276636391698432), false]
line : 236 [-9, -7, -13, 23, 8, 12, 12, -24, [-8, 9], (152098359848138849556087*L^4+45561845813135456527476*L^3+3504464697829569337468*L^2+11866311239276402944*L+10276636391698432), false]
line : 237 [-7, -7, -10, -4, 12, 12, -24, 4, [-16, 4], (L+36)^2*(263*L-73)^2, false]
line : 238 [-13, -7, 23, 5, 12, 12, -24, 4, [-16, 49], (192702030083523705471125*L^4-29894700601902833294528*L^3+1524618322010926920704*L^2-28724837236083523584*L+201609288307703808), false]
line : 239 [-7, -13, 23, 5, 12, 12, -24, 4, [-16, 49], (192702030083523705471125*L^4-29894700601902833294528*L^3+1524618322010926920704*L^2-28724837236083523584*L+201609288307703808), false]
line : 240 [-13, 23, 5, -9, 12, -24, 4, 8, [-24, 1], (28354266741614089285993*L^4-7936330852889645627994*L^3+734481444407334141249*L^2-23942006381894436288*L+272746753717847040), false]
line : 241 [-7, -10, -4, -6, 12, -24, 4, 8, [-24, 1], (1750359052925*L^4+67367963598054*L^3+652609784371005*L^2-66242752199712*L+4536903529728), false]
line : 242 [-7, 23, 5, -9, 12, -24, 4, 8, [-24, 121], (254591439708336485046370925*L^4-17470933206438374660008704*L^3+343314774257829929312256*L^2-1514856513067092541440*L+3202637804693618688), false]
line : 243 [23, 5, -9, -13, -24, 4, 8, 12, [-24, 1], (28354266741614089285993*L^4-7936330852889645627994*L^3+734481444407334141249*L^2-23942006381894436288*L+272746753717847040), false]
line : 244 [-10, -4, -6, -7, -24, 4, 8, 12, [-24, 1], (1750359052925*L^4+67367963598054*L^3+652609784371005*L^2-66242752199712*L+4536903529728), false]
line : 245 [23, 5, -9, -7, -24, 4, 8, 12, [-24, 121], (254591439708336485046370925*L^4-17470933206438374660008704*L^3+343314774257829929312256*L^2-1514856513067092541440*L+3202637804693618688), false]
line : 246 [5, -9, -13, -7, 4, 8, 12, 12, [48, 625], (16675404550298347286932984375*L^4-972712684073088143018952000*L^3+20569586548356526486330368*L^2-186151960177460353695744*L+610586517364317093888), false]
line : 247 [5, -9, -7, -13, 4, 8, 12, 12, [48, 625], (16675404550298347286932984375*L^4-972712684073088143018952000*L^3+20569586548356526486330368*L^2-186151960177460353695744*L+610586517364317093888), false]
line : 248 [-4, -6, -7, -7, 4, 8, 12, 12, [48, 196], (49*L-12)^2*(1787977*L-608076)^2, true]
